date,language,files,lines,code,comments,blanks
"2006-06-26","GNU Style Assembly",90,42262,36768,1586,3908
"2006-06-26","Lisp",32,30604,22335,4095,4174
"2006-06-26","PHP",197,29462,18972,6858,3632
"2006-06-26","SVG",171,24214,16885,4086,3243
"2006-06-26","Shell",169,21742,13908,5082,2752
"2006-06-26","Python",54,12438,8586,2636,1216
"2006-06-26","INI",92,11396,4998,4119,2279
"2006-06-26","C#",47,9553,6276,2260,1017
"2006-06-26","Module-Definition",84,8472,5101,3102,269
"2006-06-26","R",22,7674,7356,37,281
"2006-06-26","ReStructuredText",13,4800,3168,0,1632
"2006-06-26","Objective-C",26,4074,2339,1079,656
"2006-06-26","Assembly",6,3272,2100,468,704
"2006-06-26","C++ Header",11,3123,2734,54,335
"2006-06-26","XSL",11,3048,2312,429,307
"2006-06-26","Pan",60,2915,2541,57,317
"2006-06-26","SQL",22,2746,1836,500,410
"2006-06-26","Visual Studio Project",5,2283,2283,0,0
"2006-06-26","Batch",89,1970,1337,253,380
"2006-06-26",".NET Resource",14,1351,1123,228,0
"2006-06-26","BASH",6,1084,475,471,138
"2006-06-26","RPM Specfile",12,1039,744,61,234
"2006-06-26","Elixir",6,900,552,313,35
"2006-06-26","Automake",15,878,674,78,126
"2006-06-26","MSBuild",7,859,856,0,3
"2006-06-26","Happy",5,806,673,0,133
"2006-06-26","ActionScript",4,645,343,205,97
"2006-06-26","TeX",1,596,512,22,62
"2006-06-26","Emacs Lisp",2,553,451,54,48
"2006-06-26","VB6",4,508,477,5,26
"2006-06-26","C Shell",11,493,225,186,82
"2006-06-26","JSON",3,422,376,0,46
"2006-06-26","Visual Studio Solution",9,230,227,0,3
"2006-06-26","Ruby",1,185,130,24,31
"2006-06-26","Pascal",1,91,76,3,12
"2006-06-26","Ada",1,54,49,0,5
"2006-06-26","WebAssembly",1,38,30,0,8
"2006-06-26","VBScript",3,14,7,3,4
"2006-06-26","Stratego/XT",1,1,1,0,0
"2006-07-03","Total",0,7781138,5022508,1718624,1040006
"2006-07-03","C++",5186,2438676,1689206,409735,339735
"2006-07-03","C",2263,1422682,1025659,232769,164254
"2006-07-03","C Header",5970,950350,467799,357494,125057
"2006-07-03","JavaScript",3842,929272,561597,202738,164937
"2006-07-03","Java",2583,493039,267217,170098,55724
"2006-07-03","HTML",3257,363658,305339,21805,36514
"2006-07-03","Perl",855,225792,145489,47332,32971
"2006-07-03","XML",592,167000,137685,12624,16691
"2006-07-03","Autoconf",1743,164182,82948,61582,19652
"2006-07-03","CSS",959,116360,68094,30318,17948
"2006-07-03","Makefile",966,111231,54098,41184,15949
"2006-07-03","Plain Text",309,90988,0,80205,10783
"2006-07-03","Objective-C++",126,70955,47475,12339,11141
"2006-07-03","GNU Style Assembly",90,42262,36768,1586,3908
"2006-07-03","Lisp",32,30604,22335,4095,4174
"2006-07-03","PHP",198,29681,19142,6867,3672
"2006-07-03","SVG",171,24214,16885,4086,3243
"2006-07-03","Shell",169,21742,13908,5082,2752
"2006-07-03","Python",54,12438,8586,2636,1216
"2006-07-03","INI",93,11451,5011,4157,2283
"2006-07-03","C#",47,9553,6276,2260,1017
"2006-07-03","Module-Definition",84,8351,4980,3102,269
"2006-07-03","R",22,7674,7356,37,281
"2006-07-03","ReStructuredText",13,4800,3168,0,1632
"2006-07-03","Objective-C",26,4074,2339,1079,656
"2006-07-03","Assembly",6,3272,2100,468,704
"2006-07-03","C++ Header",11,3123,2734,54,335
"2006-07-03","XSL",11,3048,2312,429,307
"2006-07-03","Pan",60,2916,2542,57,317
"2006-07-03","SQL",22,2746,1836,500,410
"2006-07-03","Visual Studio Project",5,2283,2283,0,0
"2006-07-03","Batch",89,1970,1337,253,380
"2006-07-03",".NET Resource",14,1351,1123,228,0
"2006-07-03","BASH",6,1084,475,471,138
"2006-07-03","RPM Specfile",12,1043,747,61,235
"2006-07-03","Elixir",6,900,552,313,35
"2006-07-03","Automake",15,878,674,78,126
"2006-07-03","MSBuild",7,859,856,0,3
"2006-07-03","Happy",5,806,673,0,133
"2006-07-03","ActionScript",4,645,343,205,97
"2006-07-03","TeX",1,596,512,22,62
"2006-07-03","Emacs Lisp",2,553,451,54,48
"2006-07-03","VB6",4,508,477,5,26
"2006-07-03","C Shell",11,493,225,186,82
"2006-07-03","JSON",3,422,376,0,46
"2006-07-03","Visual Studio Solution",9,230,227,0,3
"2006-07-03","Ruby",1,185,130,24,31
"2006-07-03","Pascal",1,91,76,3,12
"2006-07-03","Ada",1,54,49,0,5
"2006-07-03","WebAssembly",1,38,30,0,8
"2006-07-03","VBScript",3,14,7,3,4
"2006-07-03","Stratego/XT",1,1,1,0,0
"2006-07-10","Total",0,7789227,5027290,1720935,1041002
"2006-07-10","C++",5188,2439914,1689920,410105,339889
"2006-07-10","C",2263,1424282,1026897,232952,164433
"2006-07-10","C Header",5972,950622,467947,357569,125106
"2006-07-10","JavaScript",3847,931321,562506,203665,165150
"2006-07-10","Java",2583,493039,267217,170098,55724
"2006-07-10","HTML",3257,363658,305339,21805,36514
"2006-07-10","Perl",856,225801,145510,47349,32942
"2006-07-10","XML",592,167491,138034,12680,16777
"2006-07-10","Autoconf",1744,164331,83039,61616,19676
"2006-07-10","CSS",962,117419,68878,30403,18138
"2006-07-10","Makefile",966,111235,54101,41184,15950
"2006-07-10","Plain Text",310,90991,0,80208,10783
"2006-07-10","Objective-C++",126,71055,47554,12343,11158
"2006-07-10","GNU Style Assembly",90,42262,36768,1586,3908
"2006-07-10","PHP",211,30628,19472,7394,3762
"2006-07-10","Lisp",32,30604,22335,4095,4174
"2006-07-10","SVG",171,24214,16885,4086,3243
"2006-07-10","Shell",169,21743,13909,5082,2752
"2006-07-10","Python",54,12438,8586,2636,1216
"2006-07-10","INI",93,11451,5011,4157,2283
"2006-07-10","C#",47,9553,6276,2260,1017
"2006-07-10","Module-Definition",84,8351,4980,3102,269
"2006-07-10","R",22,7674,7356,37,281
"2006-07-10","ReStructuredText",13,4800,3168,0,1632
"2006-07-10","Objective-C",26,4074,2339,1079,656
"2006-07-10","Assembly",6,3272,2100,468,704
"2006-07-10","C++ Header",11,3123,2734,54,335
"2006-07-10","XSL",11,3048,2312,429,307
"2006-07-10","Pan",60,2928,2552,57,319
"2006-07-10","SQL",25,2901,1941,530,430
"2006-07-10","Visual Studio Project",5,2283,2283,0,0
"2006-07-10","Batch",89,1970,1337,253,380
"2006-07-10",".NET Resource",14,1351,1123,228,0
"2006-07-10","BASH",6,1084,475,471,138
"2006-07-10","RPM Specfile",12,1043,747,61,235
"2006-07-10","Elixir",6,900,552,313,35
"2006-07-10","Automake",15,878,674,78,126
"2006-07-10","MSBuild",7,859,856,0,3
"2006-07-10","Happy",5,806,673,0,133
"2006-07-10","ActionScript",4,645,343,205,97
"2006-07-10","TeX",1,596,512,22,62
"2006-07-10","Emacs Lisp",2,553,451,54,48
"2006-07-10","VB6",4,508,477,5,26
"2006-07-10","C Shell",11,493,225,186,82
"2006-07-10","JSON",3,422,376,0,46
"2006-07-10","Visual Studio Solution",9,230,227,0,3
"2006-07-10","Ruby",1,185,130,24,31
"2006-07-10","Pascal",1,91,76,3,12
"2006-07-10","Ada",1,54,49,0,5
"2006-07-10","WebAssembly",1,38,30,0,8
"2006-07-10","VBScript",3,14,7,3,4
"2006-07-10","Stratego/XT",1,1,1,0,0
"2006-07-17","Total",0,7792408,5029993,1720916,1041499
"2006-07-17","C++",5186,2438784,1689336,409765,339683
"2006-07-17","C",2266,1427730,1029263,233457,165010
"2006-07-17","C Header",5974,951384,468441,357761,125182
"2006-07-17","JavaScript",3843,929468,561255,203379,164834
"2006-07-17","Java",2583,493047,267225,170098,55724
"2006-07-17","HTML",3256,363553,305292,21761,36500
"2006-07-17","Perl",877,228391,147277,47749,33365
"2006-07-17","XML",603,168080,138429,12796,16855
"2006-07-17","Autoconf",1745,164359,83060,61617,19682
"2006-07-17","CSS",945,115624,68005,29741,17878
"2006-07-17","Makefile",966,111241,54105,41185,15951
"2006-07-17","Plain Text",310,90992,0,80209,10783
"2006-07-17","Objective-C++",126,71150,47616,12358,11176
"2006-07-17","GNU Style Assembly",90,42262,36768,1586,3908
"2006-07-17","PHP",211,30643,19482,7400,3761
"2006-07-17","Lisp",32,30604,22335,4095,4174
"2006-07-17","SVG",171,24214,16885,4086,3243
"2006-07-17","Shell",169,21743,13909,5082,2752
"2006-07-17","Python",55,12974,8941,2712,1321
"2006-07-17","INI",93,11451,5011,4157,2283
"2006-07-17","C#",47,9553,6276,2260,1017
"2006-07-17","Module-Definition",84,8351,4980,3102,269
"2006-07-17","R",22,7674,7356,37,281
"2006-07-17","ReStructuredText",13,4800,3168,0,1632
"2006-07-17","Objective-C",26,4074,2339,1079,656
"2006-07-17","Assembly",6,3272,2100,468,704
"2006-07-17","C++ Header",11,3123,2734,54,335
"2006-07-17","XSL",11,3048,2312,429,307
"2006-07-17","Pan",60,2917,2530,57,330
"2006-07-17","SQL",25,2901,1941,530,430
"2006-07-17","Visual Studio Project",5,2283,2283,0,0
"2006-07-17","Batch",89,1970,1337,253,380
"2006-07-17",".NET Resource",14,1351,1123,228,0
"2006-07-17","BASH",6,1084,475,471,138
"2006-07-17","RPM Specfile",12,1040,745,61,234
"2006-07-17","Elixir",6,900,552,313,35
"2006-07-17","Automake",15,878,674,78,126
"2006-07-17","MSBuild",7,859,856,0,3
"2006-07-17","Happy",5,806,673,0,133
"2006-07-17","ActionScript",4,645,343,205,97
"2006-07-17","TeX",1,596,512,22,62
"2006-07-17","Emacs Lisp",2,553,451,54,48
"2006-07-17","VB6",4,508,477,5,26
"2006-07-17","C Shell",11,493,225,186,82
"2006-07-17","JSON",3,422,376,0,46
"2006-07-17","Visual Studio Solution",9,230,227,0,3
"2006-07-17","Ruby",1,185,130,24,31
"2006-07-17","Pascal",1,91,76,3,12
"2006-07-17","Ada",1,54,49,0,5
"2006-07-17","WebAssembly",1,38,30,0,8
"2006-07-17","VBScript",3,14,7,3,4
"2006-07-17","Stratego/XT",1,1,1,0,0
"2006-07-24","Total",0,7805004,5040090,1722651,1042263
"2006-07-24","C++",5186,2439857,1690205,409918,339734
"2006-07-24","C",2266,1427837,1029302,233510,165025
"2006-07-24","C Header",5976,950779,468008,357913,124858
"2006-07-24","JavaScript",3858,937297,568093,204128,165076
"2006-07-24","Java",2583,493076,267246,170102,55728
"2006-07-24","HTML",3261,364606,306222,21761,36623
"2006-07-24","Perl",878,230485,148728,47911,33846
"2006-07-24","XML",610,168471,138675,12842,16954
"2006-07-24","Autoconf",1747,164442,83165,61575,19702
"2006-07-24","CSS",938,114378,67265,29418,17695
"2006-07-24","Makefile",966,111277,54135,41185,15957
"2006-07-24","Plain Text",311,91317,0,80476,10841
"2006-07-24","Objective-C++",126,71224,47664,12370,11190
"2006-07-24","GNU Style Assembly",90,42262,36768,1586,3908
"2006-07-24","PHP",214,31670,19962,7802,3906
"2006-07-24","Lisp",32,30604,22335,4095,4174
"2006-07-24","SVG",171,24214,16885,4086,3243
"2006-07-24","Shell",169,21747,13913,5082,2752
"2006-07-24","Python",60,13372,9196,2830,1346
"2006-07-24","INI",93,11451,5011,4157,2283
"2006-07-24","C#",47,9553,6276,2260,1017
"2006-07-24","Module-Definition",84,8351,4980,3102,269
"2006-07-24","R",22,7674,7356,37,281
"2006-07-24","ReStructuredText",13,4800,3168,0,1632
"2006-07-24","Objective-C",26,4074,2339,1079,656
"2006-07-24","Assembly",6,3272,2100,468,704
"2006-07-24","C++ Header",11,3123,2734,54,335
"2006-07-24","XSL",11,3048,2312,429,307
"2006-07-24","Pan",60,2917,2530,57,330
"2006-07-24","SQL",25,2825,1895,512,418
"2006-07-24","Visual Studio Project",5,2283,2283,0,0
"2006-07-24","Batch",89,1970,1337,253,380
"2006-07-24",".NET Resource",14,1351,1123,228,0
"2006-07-24","BASH",6,1084,475,471,138
"2006-07-24","RPM Specfile",12,1040,745,61,234
"2006-07-24","Elixir",6,900,552,313,35
"2006-07-24","Automake",15,878,674,78,126
"2006-07-24","MSBuild",7,859,856,0,3
"2006-07-24","Happy",5,806,673,0,133
"2006-07-24","ActionScript",4,645,343,205,97
"2006-07-24","TeX",1,596,512,22,62
"2006-07-24","Emacs Lisp",2,553,451,54,48
"2006-07-24","VB6",4,508,477,5,26
"2006-07-24","C Shell",11,493,225,186,82
"2006-07-24","JSON",3,422,376,0,46
"2006-07-24","Visual Studio Solution",9,230,227,0,3
"2006-07-24","Ruby",1,185,130,24,31
"2006-07-24","Pascal",1,91,76,3,12
"2006-07-24","Ada",1,54,49,0,5
"2006-07-24","WebAssembly",1,38,30,0,8
"2006-07-24","VBScript",3,14,7,3,4
"2006-07-24","Stratego/XT",1,1,1,0,0
"2006-07-31","Total",0,7818148,5049310,1724890,1043948
"2006-07-31","C++",5190,2441789,1691519,410318,339952
"2006-07-31","C",2266,1428104,1029453,233569,165082
"2006-07-31","C Header",5978,951903,468874,358101,124928
"2006-07-31","JavaScript",3871,942935,571627,205561,165747
"2006-07-31","Java",2583,493076,267246,170102,55728
"2006-07-31","HTML",3271,365389,306873,21765,36751
"2006-07-31","Perl",884,232263,150050,48051,34162
"2006-07-31","XML",613,168945,139100,12921,16924
"2006-07-31","Autoconf",1750,164901,83480,61674,19747
"2006-07-31","CSS",945,115169,67632,29716,17821
"2006-07-31","Makefile",966,111275,54135,41183,15957
"2006-07-31","Plain Text",311,90830,0,79977,10853
"2006-07-31","Objective-C++",126,71363,47756,12386,11221
"2006-07-31","GNU Style Assembly",90,42262,36768,1586,3908
"2006-07-31","PHP",214,31730,19998,7816,3916
"2006-07-31","Lisp",32,30604,22335,4095,4174
"2006-07-31","SVG",171,24214,16885,4086,3243
"2006-07-31","Shell",174,22010,14107,5108,2795
"2006-07-31","Python",60,13372,9196,2830,1346
"2006-07-31","INI",93,11451,5011,4157,2283
"2006-07-31","C#",47,9553,6276,2260,1017
"2006-07-31","Module-Definition",84,8351,4980,3102,269
"2006-07-31","R",22,7674,7356,37,281
"2006-07-31","ReStructuredText",13,4800,3168,0,1632
"2006-07-31","Objective-C",26,4074,2339,1079,656
"2006-07-31","Assembly",6,3272,2100,468,704
"2006-07-31","C++ Header",11,3123,2734,54,335
"2006-07-31","XSL",11,3048,2312,429,307
"2006-07-31","Pan",60,2917,2530,57,330
"2006-07-31","SQL",25,2825,1895,512,418
"2006-07-31","Visual Studio Project",5,2283,2283,0,0
"2006-07-31","Batch",89,1970,1337,253,380
"2006-07-31",".NET Resource",14,1351,1123,228,0
"2006-07-31","BASH",6,1084,475,471,138
"2006-07-31","RPM Specfile",11,965,698,45,222
"2006-07-31","Elixir",6,900,552,313,35
"2006-07-31","Automake",15,878,674,78,126
"2006-07-31","MSBuild",7,859,856,0,3
"2006-07-31","Happy",5,806,673,0,133
"2006-07-31","ActionScript",4,645,343,205,97
"2006-07-31","TeX",1,596,512,22,62
"2006-07-31","Emacs Lisp",2,553,451,54,48
"2006-07-31","VB6",4,508,477,5,26
"2006-07-31","C Shell",11,493,225,186,82
"2006-07-31","JSON",3,422,376,0,46
"2006-07-31","Visual Studio Solution",9,230,227,0,3
"2006-07-31","Ruby",1,185,130,24,31
"2006-07-31","Pascal",1,91,76,3,12
"2006-07-31","Ada",1,54,49,0,5
"2006-07-31","WebAssembly",1,38,30,0,8
"2006-07-31","VBScript",3,14,7,3,4
"2006-07-31","Stratego/XT",1,1,1,0,0
"2006-08-07","Total",0,7834103,5061835,1726803,1045465
"2006-08-07","C++",5187,2443162,1692616,410478,340068
"2006-08-07","C",2266,1428417,1029696,233605,165116
"2006-08-07","C Header",5977,952147,469008,358190,124949
"2006-08-07","JavaScript",3884,944724,572664,206138,165922
"2006-08-07","Java",2583,493076,267246,170102,55728
"2006-08-07","HTML",3306,367909,309083,21925,36901
"2006-08-07","Perl",888,233205,150788,48101,34316
"2006-08-07","XML",627,175434,144604,13333,17497
"2006-08-07","Autoconf",1748,164911,83570,61569,19772
"2006-08-07","CSS",950,115904,68147,29852,17905
"2006-08-07","Makefile",966,111319,54167,41188,15964
"2006-08-07","Plain Text",314,90853,0,79999,10854
"2006-08-07","Objective-C++",126,71375,47781,12370,11224
"2006-08-07","GNU Style Assembly",90,42262,36768,1586,3908
"2006-08-07","PHP",215,31916,20094,7873,3949
"2006-08-07","Lisp",32,30604,22335,4095,4174
"2006-08-07","SVG",171,24214,16885,4086,3243
"2006-08-07","Shell",174,22022,14125,5106,2791
"2006-08-07","Python",67,14593,9940,3162,1491
"2006-08-07","INI",95,11461,5021,4157,2283
"2006-08-07","C#",47,9553,6276,2260,1017
"2006-08-07","Module-Definition",84,8351,4980,3102,269
"2006-08-07","R",22,7674,7356,37,281
"2006-08-07","ReStructuredText",13,4800,3168,0,1632
"2006-08-07","Objective-C",26,4074,2339,1079,656
"2006-08-07","Assembly",6,3272,2100,468,704
"2006-08-07","C++ Header",11,3123,2734,54,335
"2006-08-07","XSL",11,3048,2312,429,307
"2006-08-07","Pan",61,2949,2562,57,330
"2006-08-07","SQL",25,2825,1895,512,418
"2006-08-07","Visual Studio Project",5,2283,2283,0,0
"2006-08-07","Batch",89,1970,1337,253,380
"2006-08-07",".NET Resource",14,1351,1123,228,0
"2006-08-07","BASH",6,1084,475,471,138
"2006-08-07","RPM Specfile",11,965,698,45,222
"2006-08-07","Elixir",6,900,552,313,35
"2006-08-07","Automake",15,878,674,78,126
"2006-08-07","MSBuild",7,859,856,0,3
"2006-08-07","Happy",5,806,673,0,133
"2006-08-07","ActionScript",4,645,343,205,97
"2006-08-07","TeX",1,596,512,22,62
"2006-08-07","Emacs Lisp",2,553,451,54,48
"2006-08-07","VB6",4,508,477,5,26
"2006-08-07","C Shell",11,493,225,186,82
"2006-08-07","JSON",3,422,376,0,46
"2006-08-07","Visual Studio Solution",9,230,227,0,3
"2006-08-07","Ruby",1,185,130,24,31
"2006-08-07","Pascal",1,91,76,3,12
"2006-08-07","Ada",1,54,49,0,5
"2006-08-07","WebAssembly",1,38,30,0,8
"2006-08-07","VBScript",3,14,7,3,4
"2006-08-07","Stratego/XT",1,1,1,0,0
"2006-08-14","Total",0,7838736,5064378,1728349,1046009
"2006-08-14","C++",5189,2444377,1693461,410754,340162
"2006-08-14","C",2266,1428626,1029712,233727,165187
"2006-08-14","C Header",5977,950053,467626,357955,124472
"2006-08-14","JavaScript",3893,945932,573322,206584,166026
"2006-08-14","Java",2583,493026,267201,170102,55723
"2006-08-14","HTML",3306,367910,309084,21925,36901
"2006-08-14","Perl",894,236555,152656,48931,34968
"2006-08-14","XML",626,175729,144910,13276,17543
"2006-08-14","Autoconf",1746,164988,83685,61514,19789
"2006-08-14","CSS",956,116429,68367,30108,17954
"2006-08-14","Makefile",965,111158,54095,41125,15938
"2006-08-14","Plain Text",314,90853,0,79999,10854
"2006-08-14","Objective-C++",126,71440,47814,12383,11243
"2006-08-14","GNU Style Assembly",90,42262,36768,1586,3908
"2006-08-14","PHP",215,31934,20087,7896,3951
"2006-08-14","Lisp",32,30604,22335,4095,4174
"2006-08-14","SVG",171,24214,16885,4086,3243
"2006-08-14","Shell",173,21994,14109,5096,2789
"2006-08-14","Python",67,14593,9940,3162,1491
"2006-08-14","INI",95,11461,5021,4157,2283
"2006-08-14","C#",47,9553,6276,2260,1017
"2006-08-14","Module-Definition",84,8351,4980,3102,269
"2006-08-14","R",22,7674,7356,37,281
"2006-08-14","ReStructuredText",13,4800,3168,0,1632
"2006-08-14","Objective-C",26,4074,2339,1079,656
"2006-08-14","Assembly",6,3272,2100,468,704
"2006-08-14","C++ Header",11,3123,2734,54,335
"2006-08-14","XSL",11,3048,2312,429,307
"2006-08-14","Pan",61,2952,2565,57,330
